pert_id	pert_iname	pubchem_cid	stitch_chemical	ensp	gene_symbol	entrez	gene_idx	combined_score
BRD-K53790871	triamcinolone	6436	CIDs00006436	9606.ENSP00000231509	NR3C1	2908	807	973
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000311032	CASP3	836	284	972
BRD-K07691486	roscovitine	160355	CIDs00160355	9606.ENSP00000256443	CDK7	1022	701	972
BRD-K61443650	thiomersal	67361	CIDs00067361	9606.ENSP00000196371	OXCT1	5019	287	972
BRD-K87142802	veliparib	11960529	CIDs11960529	9606.ENSP00000250416	PARP2	10038	792	972
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000370473	IGFBP3	3486	719	971
BRD-K13390322	AT-7519	11338033	CIDm11338033	9606.ENSP00000266970	CDK2	1017	450	971
BRD-K13390322	AT-7519	11338033	CIDs11338033	9606.ENSP00000266970	CDK2	1017	450	971
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000370473	IGFBP3	3486	719	971
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000372191	SIRT3	23410	958	971
BRD-K36452089	tert-butylhydroquinone	16043	CIDm00016043	9606.ENSP00000380252	NFE2L2	4780	66	971
BRD-K36452089	tert-butylhydroquinone	16043	CIDs00016043	9606.ENSP00000380252	NFE2L2	4780	66	971
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000293328	STAT5B	6777	501	971
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000293328	STAT5B	6777	501	971
BRD-K66874953	pifithrin-alpha	4817	CIDm00004817	9606.ENSP00000269305	TP53	7157	139	971
BRD-K67277431	picotamide	4814	CIDm00004814	9606.ENSP00000393333	TBXA2R	6915	970	971
BRD-K67277431	picotamide	4814	CIDs00004814	9606.ENSP00000393333	TBXA2R	6915	970	971
BRD-K75089421	procainamide	4913	CIDm00004913	9606.ENSP00000352516	DNMT1	1786	132	971
BRD-K75089421	procainamide	4913	CIDs00004913	9606.ENSP00000352516	DNMT1	1786	132	971
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000372191	SIRT3	23410	958	971
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000262187	RHEB	6009	97	971
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000378699	CDK1	983	353	970
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000269305	TP53	7157	139	970
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000269305	TP53	7157	139	970
BRD-K14880289	GW-501516	9803963	CIDm09803963	9606.ENSP00000310928	PPARD	5467	973	970
BRD-K14880289	GW-501516	9803963	CIDs09803963	9606.ENSP00000310928	PPARD	5467	973	970
BRD-K35483542	alitretinoin	449171	CIDs00449171	9606.ENSP00000287820	PPARG	5468	600	970
BRD-K52911425	GDC-0941	17755052	CIDm17755052	9606.ENSP00000263967	PIK3CA	5290	455	970
BRD-K52911425	GDC-0941	17755052	CIDs17755052	9606.ENSP00000263967	PIK3CA	5290	455	970
BRD-K66090100	DMBA	6001	CIDm00006001	9606.ENSP00000269305	TP53	7157	139	970
BRD-K66090100	DMBA	6001	CIDs00006001	9606.ENSP00000269305	TP53	7157	139	970
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000326119	PMAIP1	5366	452	970
BRD-K37890730	camptothecin	24360	CIDs00024360	9606.ENSP00000269305	TP53	7157	139	969
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000256442	CCNB1	891	798	968
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000356438	PTGS2	5743	482	968
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000356438	PTGS2	5743	482	968
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000361066	NCOA3	8202	583	968
BRD-A79479878	testosterone	5408	CIDm00005408	9606.ENSP00000231509	NR3C1	2908	807	968
BRD-A97739905	ketoprofen	3825	CIDm00003825	9606.ENSP00000356438	PTGS2	5743	482	968
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000361066	NCOA3	8202	583	968
BRD-K28849549	mesalazine	4075	CIDm00004075	9606.ENSP00000287820	PPARG	5468	600	968
BRD-K28849549	mesalazine	4075	CIDs00004075	9606.ENSP00000287820	PPARG	5468	600	968
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000337451	EPHA3	2042	550	968
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000337451	EPHA3	2042	550	968
BRD-K62965247	tipifarnib-P2	159324	CIDs00159324	9606.ENSP00000262187	RHEB	6009	97	968
BRD-A97454584	nadolol	4411	CIDm00004411	9606.ENSP00000305372	ADRB2	154	553	967
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000227507	CCND1	595	610	967
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000262848	PRKX	5613	440	967
BRD-K30697463	desoximetasone	5311067	CIDs05311067	9606.ENSP00000231509	NR3C1	2908	807	967
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000311032	CASP3	836	284	967
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000227507	CCND1	595	610	967
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000227507	CCND1	595	610	967
BRD-A42383464	actinomycin-d	2019	CIDm00002019	9606.ENSP00000269305	TP53	7157	139	966
BRD-A42383464	actinomycin-d	2019	CIDs00002019	9606.ENSP00000269305	TP53	7157	139	966
BRD-K01567962	pyrazolanthrone	8515	CIDm00008515	9606.ENSP00000360266	JUN	3725	100	966
BRD-K01567962	pyrazolanthrone	8515	CIDs00008515	9606.ENSP00000360266	JUN	3725	100	966
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000216117	HMOX1	3162	413	966
BRD-K11528507	geldanamycin	5288382	CIDs05288382	9606.ENSP00000269571	ERBB2	2064	810	966
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000269571	ERBB2	2064	810	966
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000297494	NOS3	4846	536	966
BRD-K62959606	sphingosine	5280335	CIDs05280335	9606.ENSP00000371152	ASAH1	427	783	966
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000269305	TP53	7157	139	965
BRD-K53665955	MK-5108	24748204	CIDm24748204	9606.ENSP00000216911	AURKA	6790	443	965
BRD-K53665955	MK-5108	24748204	CIDs24748204	9606.ENSP00000216911	AURKA	6790	443	965
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000269305	TP53	7157	139	965
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000356070	MAPKAPK2	9261	98	964
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000356070	MAPKAPK2	9261	98	964
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000356438	PTGS2	5743	482	964
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000287820	PPARG	5468	600	964
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000287820	PPARG	5468	600	964
BRD-K54330070	SB-202190	5353940	CIDm05353940	9606.ENSP00000356438	PTGS2	5743	482	964
BRD-K54330070	SB-202190	5353940	CIDs05353940	9606.ENSP00000356438	PTGS2	5743	482	964
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000269305	TP53	7157	139	964
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000369757	RPS6	6194	9	964
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000264657	STAT3	6774	626	963
BRD-K06926592	tretinoin	444795	CIDs00444795	9606.ENSP00000269305	TP53	7157	139	963
BRD-K34411947	streptozotocin	29327	CIDs00029327	9606.ENSP00000241052	CAT	847	96	963
BRD-K37890730	camptothecin	24360	CIDs00024360	9606.ENSP00000311032	CASP3	836	284	963
BRD-K66538826	amuvatinib	11282283	CIDm11282283	9606.ENSP00000288135	KIT	3815	506	963
BRD-K66538826	amuvatinib	11282283	CIDs11282283	9606.ENSP00000288135	KIT	3815	506	963
BRD-K71879491	tretinoin	444795	CIDs00444795	9606.ENSP00000269305	TP53	7157	139	963
BRD-K76617868	fasudil	3547	CIDm00003547	9606.ENSP00000309591	PRKACA	5566	292	963
BRD-K76617868	fasudil	3547	CIDs00003547	9606.ENSP00000309591	PRKACA	5566	292	963
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000266970	CDK2	1017	450	963
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000266970	CDK2	1017	450	963
BRD-A30142024	dithiothreitol	19001	CIDm00019001	9606.ENSP00000287936	HMGCR	3156	244	962
BRD-K00824317	fludroxycortide	15209	CIDs00015209	9606.ENSP00000231509	NR3C1	2908	807	962
BRD-K01902415	pirinixic-acid	5694	CIDm00005694	9606.ENSP00000310928	PPARD	5467	973	962
BRD-K01902415	pirinixic-acid	5694	CIDs00005694	9606.ENSP00000310928	PPARD	5467	973	962
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000269305	TP53	7157	139	962
BRD-K26015241	ODQ	1456	CIDm00001456	9606.ENSP00000297494	NOS3	4846	536	962
BRD-K26015241	ODQ	1456	CIDs00001456	9606.ENSP00000297494	NOS3	4846	536	962
BRD-K32318651	acyclovir	2022	CIDm00002022	9606.ENSP00000354532	PNP	4860	131	962
BRD-K54529596	captopril	44093	CIDs00044093	9606.ENSP00000219070	MMP2	4313	56	962
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000351905	TGFBR2	7048	576	962
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000351905	TGFBR2	7048	576	962
BRD-K22429181	retinol	445354	CIDs00445354	9606.ENSP00000296412	ADH5	128	616	961
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000216117	HMOX1	3162	413	961
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000339527	FOXO3	2309	447	961
BRD-K64634304	tretinoin	445354	CIDs00445354	9606.ENSP00000296412	ADH5	128	616	961
BRD-K79254416	decitabine	451668	CIDs00451668	9606.ENSP00000269305	TP53	7157	139	961
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000216117	HMOX1	3162	413	961
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000339527	FOXO3	2309	447	961
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000263341	IL1B	3553	508	960
BRD-K02992638	lamivudine	60825	CIDs00060825	9606.ENSP00000286648	DCK	1633	368	960
BRD-K13566078	BMS-345541	9813758	CIDm09813758	9606.ENSP00000430684	IKBKB	3551	653	960
BRD-K13566078	BMS-345541	9813758	CIDs09813758	9606.ENSP00000430684	IKBKB	3551	653	960
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000263341	IL1B	3553	508	960
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000220003	CSK	1445	217	960
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000220003	CSK	1445	217	960
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000216037	XBP1	7494	18	960
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000264657	STAT3	6774	626	959
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000311032	CASP3	836	284	959
BRD-K82216340	medroxyprogesterone	6279	CIDs00006279	9606.ENSP00000231509	NR3C1	2908	807	959
BRD-A30142024	dithiothreitol	19001	CIDm00019001	9606.ENSP00000262320	AXIN1	8312	757	958
BRD-A73635141	hydrocortisone	3640	CIDm00003640	9606.ENSP00000263341	IL1B	3553	508	958
BRD-K09900591	caffeic-acid	689043	CIDs00689043	9606.ENSP00000215754	MIF	4282	831	958
BRD-K16444452	ibudilast	3671	CIDm00003671	9606.ENSP00000263341	IL1B	3553	508	958
BRD-K16444452	ibudilast	3671	CIDs00003671	9606.ENSP00000263341	IL1B	3553	508	958
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000380252	NFE2L2	4780	66	958
BRD-K42978307	dioxane	31275	CIDm00031275	9606.ENSP00000238682	TGFB3	7043	677	958
BRD-K42978307	dioxane	31275	CIDs00031275	9606.ENSP00000238682	TGFB3	7043	677	958
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000269305	TP53	7157	139	958
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000297494	NOS3	4846	536	958
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000380252	NFE2L2	4780	66	958
BRD-K91740057	felbinac	3332	CIDm00003332	9606.ENSP00000345344	CTSL	1514	185	958
BRD-K91740057	felbinac	3332	CIDs00003332	9606.ENSP00000345344	CTSL	1514	185	958
BRD-K93568044	hydrocortisone	5754	CIDs00005754	9606.ENSP00000263341	IL1B	3553	508	958
BRD-A30142024	dithiothreitol	19001	CIDm00019001	9606.ENSP00000313921	MSRA	4482	922	957
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000267163	RB1	5925	341	957
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000287820	PPARG	5468	600	957
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000297494	NOS3	4846	536	957
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000297494	NOS3	4846	536	957
BRD-K18757346	U-46619	5311493	CIDs05311493	9606.ENSP00000393333	TBXA2R	6915	970	957
BRD-K43389698	BMS-387032	3025986	CIDm03025986	9606.ENSP00000266970	CDK2	1017	450	957
BRD-K43389698	BMS-387032	3025986	CIDs03025986	9606.ENSP00000266970	CDK2	1017	450	957
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000352516	DNMT1	1786	132	957
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000269305	TP53	7157	139	957
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000269305	TP53	7157	139	957
BRD-A16444946	acarbose	41774	CIDm00041774	9606.ENSP00000305692	GAA	2548	295	956
BRD-A37630846	daunorubicin	2958	CIDm00002958	9606.ENSP00000269305	TP53	7157	139	956
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000311032	CASP3	836	284	956
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000311032	CASP3	836	284	956
BRD-A82892199	alpha-tocopherol	2116	CIDm00002116	9606.ENSP00000356438	PTGS2	5743	482	956
BRD-K06926592	tretinoin	444795	CIDs00444795	9606.ENSP00000360266	JUN	3725	100	956
BRD-K07691486	roscovitine	160355	CIDs00160355	9606.ENSP00000311032	CASP3	836	284	956
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000267163	RB1	5925	341	956
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000311032	CASP3	836	284	956
BRD-K71879491	tretinoin	444795	CIDs00444795	9606.ENSP00000360266	JUN	3725	100	956
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000311032	CASP3	836	284	956
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000311032	CASP3	836	284	955
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000311032	CASP3	836	284	955
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000264657	STAT3	6774	626	955
BRD-K28907958	CD-437	135411	CIDm00135411	9606.ENSP00000360025	GADD45A	1647	419	955
BRD-K28907958	CD-437	135411	CIDs00135411	9606.ENSP00000360025	GADD45A	1647	419	955
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000339527	FOXO3	2309	447	955
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000339527	FOXO3	2309	447	955
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000264657	STAT3	6774	626	955
BRD-K99964838	bosutinib	5328940	CIDm05328940	9606.ENSP00000428924	LYN	4067	695	955
BRD-K99964838	bosutinib	5328940	CIDs05328940	9606.ENSP00000428924	LYN	4067	695	955
BRD-A82892199	alpha-tocopherol	2116	CIDm00002116	9606.ENSP00000287820	PPARG	5468	600	954
BRD-A83815268	silibinin	5213	CIDm00005213	9606.ENSP00000269305	TP53	7157	139	954
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000269571	ERBB2	2064	810	954
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000298048	MELK	9833	491	954
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000311032	CASP3	836	284	954
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000435412	RPS6KA1	6195	383	954
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000307786	CYCS	54205	621	953
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000312455	CFLAR	8837	683	953
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000358327	CASP7	840	572	953
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000360266	JUN	3725	100	953
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000311032	CASP3	836	284	953
BRD-K37890730	camptothecin	24360	CIDs00024360	9606.ENSP00000293288	BAX	581	599	953
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000311032	CASP3	836	284	953
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000341189	PTK2	5747	615	953
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000341189	PTK2	5747	615	953
BRD-K50590187	capsaicin	1548943	CIDs01548943	9606.ENSP00000311032	CASP3	836	284	953
BRD-K68488863	ENMD-2076	16041424	CIDm16041424	9606.ENSP00000216911	AURKA	6790	443	953
BRD-K68488863	ENMD-2076	16041424	CIDs16041424	9606.ENSP00000216911	AURKA	6790	443	953
BRD-K03406345	azacitidine	9444	CIDs00009444	9606.ENSP00000269305	TP53	7157	139	952
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000265171	EGF	1950	555	952
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000355759	PARP1	142	605	952
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000263341	IL1B	3553	508	952
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000263341	IL1B	3553	508	952
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000297494	NOS3	4846	536	952
BRD-K77554836	triamcinolone	31307	CIDs00031307	9606.ENSP00000231509	NR3C1	2908	807	952
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000355759	PARP1	142	605	952
BRD-K31283835	tofacitinib	9926791	CIDs09926791	9606.ENSP00000264657	STAT3	6774	626	951
BRD-K49371609	PIK-75	10275789	CIDs10275789	9606.ENSP00000263967	PIK3CA	5290	455	951
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000311032	CASP3	836	284	951
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000311032	CASP3	836	284	951
BRD-K77345217	gallic-acid	370	CIDm00000370	9606.ENSP00000219070	MMP2	4313	56	951
BRD-K77345217	gallic-acid	370	CIDs00000370	9606.ENSP00000219070	MMP2	4313	56	951
BRD-K82731415	olomoucine	4592	CIDs00004592	9606.ENSP00000266970	CDK2	1017	450	951
BRD-K87202646	isoniazid	3767	CIDm00003767	9606.ENSP00000241052	CAT	847	96	951
BRD-K87202646	isoniazid	3767	CIDs00003767	9606.ENSP00000241052	CAT	847	96	951
BRD-A22684332	procaterol	4916	CIDm00004916	9606.ENSP00000305372	ADRB2	154	553	950
BRD-A22684332	procaterol	4916	CIDs00004916	9606.ENSP00000305372	ADRB2	154	553	950
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000219070	MMP2	4313	56	950
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000219070	MMP2	4313	56	950
BRD-K25311561	KU-55933	5278396	CIDm05278396	9606.ENSP00000269305	TP53	7157	139	950
BRD-K25311561	KU-55933	5278396	CIDs05278396	9606.ENSP00000269305	TP53	7157	139	950
BRD-K56301217	ABT-737	11228183	CIDm11228183	9606.ENSP00000311032	CASP3	836	284	950
BRD-K56301217	ABT-737	11228183	CIDs11228183	9606.ENSP00000311032	CASP3	836	284	950
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000219070	MMP2	4313	56	949
BRD-K01493881	apigenin	5280443	CIDm05280443	9606.ENSP00000378699	CDK1	983	353	949
BRD-K01493881	apigenin	5280443	CIDs05280443	9606.ENSP00000378699	CDK1	983	353	949
BRD-K15108141	gemcitabine	60749	CIDs00060749	9606.ENSP00000355759	PARP1	142	605	949
BRD-K20285085	fostamatinib	11213558	CIDm11213558	9606.ENSP00000288135	KIT	3815	506	949
BRD-K20285085	fostamatinib	11213558	CIDs11213558	9606.ENSP00000288135	KIT	3815	506	949
BRD-K26521938	dinoprostone	5280360	CIDs05280360	9606.ENSP00000311032	CASP3	836	284	949
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000311032	CASP3	836	284	949
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000311032	CASP3	836	284	949
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000225831	CCL2	6347	809	949
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000339527	FOXO3	2309	447	949
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000339527	FOXO3	2309	447	949
BRD-K97530723	melatonin	896	CIDm00000896	9606.ENSP00000311032	CASP3	836	284	949
BRD-K97530723	melatonin	896	CIDs00000896	9606.ENSP00000311032	CASP3	836	284	949
BRD-A18246003	monoethylhexylphthalate	20393	CIDm00020393	9606.ENSP00000287820	PPARG	5468	600	948
BRD-A18246003	monoethylhexylphthalate	20393	CIDs00020393	9606.ENSP00000287820	PPARG	5468	600	948
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000269571	ERBB2	2064	810	948
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000219070	MMP2	4313	56	948
BRD-K07691486	roscovitine	160355	CIDs00160355	9606.ENSP00000378699	CDK1	983	353	948
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000355759	PARP1	142	605	948
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000355759	PARP1	142	605	948
BRD-K35430135	SR-59230A	5311452	CIDs05311452	9606.ENSP00000305372	ADRB2	154	553	948
BRD-K52662033	lidocaine	3676	CIDm00003676	9606.ENSP00000311032	CASP3	836	284	948
BRD-K52662033	lidocaine	3676	CIDs00003676	9606.ENSP00000311032	CASP3	836	284	948
BRD-K68065987	MK-2206	24964624	CIDm24964624	9606.ENSP00000340691	EIF4EBP1	1978	955	948
BRD-K68065987	MK-2206	24964624	CIDs24964624	9606.ENSP00000340691	EIF4EBP1	1978	955	948
BRD-A58955223	sulforaphane	5350	CIDm00005350	9606.ENSP00000311032	CASP3	836	284	947
BRD-A58955223	sulforaphane	5350	CIDs00005350	9606.ENSP00000311032	CASP3	836	284	947
BRD-K01493881	apigenin	5280443	CIDm05280443	9606.ENSP00000311032	CASP3	836	284	947
BRD-K01493881	apigenin	5280443	CIDs05280443	9606.ENSP00000311032	CASP3	836	284	947
BRD-K05236810	luteolin	5280445	CIDm05280445	9606.ENSP00000311032	CASP3	836	284	947
BRD-K05236810	luteolin	5280445	CIDs05280445	9606.ENSP00000311032	CASP3	836	284	947
BRD-K06926592	tretinoin	444795	CIDs00444795	9606.ENSP00000311032	CASP3	836	284	947
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000356438	PTGS2	5743	482	947
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000356438	PTGS2	5743	482	947
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000219070	MMP2	4313	56	947
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000263341	IL1B	3553	508	947
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000275493	EGFR	1956	173	947
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000219070	MMP2	4313	56	947
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000219070	MMP2	4313	56	947
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000264657	STAT3	6774	626	947
BRD-K71879491	tretinoin	444795	CIDs00444795	9606.ENSP00000311032	CASP3	836	284	947
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000219070	MMP2	4313	56	947
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000263341	IL1B	3553	508	947
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000275493	EGFR	1956	173	947
BRD-A58280226	Y-27632	5711	CIDm00005711	9606.ENSP00000309591	PRKACA	5566	292	946
BRD-A59985574	topotecan	5515	CIDm00005515	9606.ENSP00000311032	CASP3	836	284	946
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000368683	EDN1	1906	910	946
BRD-K05236810	luteolin	5280445	CIDm05280445	9606.ENSP00000360266	JUN	3725	100	946
BRD-K05236810	luteolin	5280445	CIDs05280445	9606.ENSP00000360266	JUN	3725	100	946
BRD-K12040459	AT7867	11175137	CIDm11175137	9606.ENSP00000309591	PRKACA	5566	292	946
BRD-K12040459	AT7867	11175137	CIDs11175137	9606.ENSP00000309591	PRKACA	5566	292	946
BRD-K18742343	H-8	3540	CIDm00003540	9606.ENSP00000309591	PRKACA	5566	292	946
BRD-K18742343	H-8	3540	CIDs00003540	9606.ENSP00000309591	PRKACA	5566	292	946
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000368683	EDN1	1906	910	946
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000333926	ABCC5	10057	656	946
