pert_id	pert_iname	n_sigs	canonical_smiles
BRD-K98225498	BRD-K98225498	3	OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)C1CCOCC1)-c1cccc(F)c1
BRD-K98238711	BRD-K98238711	2	COc1ccccc1NC(=O)N(C)C[C@@H]2Oc3ncc(C#CC(C)C)cc3C(=O)N(C[C@H]2C)[C@@H](C)CO
BRD-K98240084	BRD-K98240084	4	OC[C@H]1O[C@H](CC(=O)N2CCc3ccccc3C2)C[C@H]4[C@@H]1Oc5ccc(NS(=O)(=O)c6ccc(F)cc6)cc45
BRD-K98245381	BRD-K98245381	2	CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N
BRD-K98245706	BRD-K98245706	5	COc1ccccc1-c1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1cccnc1
BRD-K98251413	IOX2	114	OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O
BRD-K98252401	BRD-K98252401	5	CCC(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccnc1
BRD-K98259048	BRD-K98259048	4	OC[C@H]1O[C@H](CC(=O)NCC2CC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)CC5CC5)cc34
BRD-K98283674	BRD-K98283674	3	CN(C)CC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2S(C)(=O)=O)c1ccccc1
BRD-K98286370	BRD-K98286370	4	CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c3c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c4ccccc34)c5ccccc5
BRD-K98288062	BRD-K98288062	13	Fc1ccc(cc1)C(=O)OCC#CCSc1nnc(o1)-c1cccc(F)c1
BRD-K98297262	BRD-K98297262	15	CCN1C(=O)C=CC1=O
BRD-K98303739	BRD-K98303739	2	CO[C@@H](CN(C)Cc1ccc2OCOc2c1)[C@H](C)CN([C@@H](C)CO)C(=O)c1ccccc1
BRD-K98320434	BRD-K98320434	4	COCCNC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)CN(C)C)cc23)[C@H](CO)O1
BRD-K98321674	BRD-K98321674	3	CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCOCC3)cc2OC[C@H](C)N(Cc2nccs2)C[C@H]1C
BRD-K98326205	BRD-K98326205	5	OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1ccc(F)cc1)c1ccc(cc1)C#CCC1CCCC1
BRD-K98327170	BRD-K98327170	4	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K98328967	BRD-K98328967	5	COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccccc1)C[C@]31CCN(CC1)C(=O)NC(C)C
BRD-K98333955	NVP-AEW541	48	Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
BRD-K98336812	BRD-K98336812	6	C[N+](C)(C)CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc12
BRD-K98339888	SA-419172	12	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(O)cc2)OCc3cnnn3CCCC1=O
BRD-K98367121	BRD-K98367121	4	OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)Cc1ccccc1)c1ccc(cc1)-c1cncnc1
BRD-K98367403	BRD-K98367403	3	COCC(=O)N1CC2(C1)N(CCC(F)(F)F)[C@@H](CO)[C@H]2c1ccc(\C=C\C)cc1
BRD-K98370047	BRD-K98370047	5	COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)C(=O)c1cccnc1
BRD-K98370172	BRD-K98370172	2	OC[C@H]1O[C@H](CC(=O)NCc2ccc3OCOc3c2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45
BRD-K98372770	L-2167	18	CCCc1c(OCCCOc2ccc(OCC(O)=O)cc2)ccc(C(C)=O)c1O
BRD-K98374785	BRD-K98374785	3	CCC(=O)N(C)C[C@@H]1[C@@H]([C@H](CO)N1C(=O)NC(C)C)c1ccc(cc1)\C=C\C
BRD-K98376600	BRD-K98376600	4	CN1CCN(CC1)C(=O)C[C@H]2C[C@H]3[C@H](Oc4ccc(NS(=O)(=O)C)cc34)[C@H](CO)O2
BRD-K98381590	RAN-07	35	C[C@@H](Nc1nc(Cl)nc2ccccc12)c3ccccc3
BRD-K98383296	BRD-K98383296	5	CN1[C@H]2CC[C@H](CC(=O)Nc3ccc4CCCc4c3)O[C@@H]2COc2ccc(NC(=O)c3ccccc3Cl)cc2C1=O
BRD-K98384558	BRD-K98384558	2	COc1ccc(C[C@@H]2CCc3cnnn3COC[C@@H](NC2=O)C(C)C)cc1
BRD-K98386238	BRD-K98386238	5	CCCC(=O)N1CC[C@@]2(CC1)CN[C@H](CO)c1[nH]c3cc(OC)ccc3c21
BRD-K98403755	BRD-K98403755	6	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1
BRD-K98404142	BRD-K98404142	59	C[C@@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]2C[C@H](Br)C1=O
BRD-K98419480	BRD-K98419480	5	CC(C)(C)[S@@](=O)N1Cc2cc(nc(c2[C@H]1CCO)-c1cccc(c1)-c1ccccc1F)C(=O)NC1CCC1
BRD-K98426715	tubacin	13	OCc1ccc(cc1)[C@@H]2C[C@H](CSc3nc(c(o3)c4ccccc4)c5ccccc5)O[C@@H](O2)c6ccc(NC(=O)CCCCCCC(=O)NO)cc6
BRD-K98427832	BRD-K98427832	8	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K98437249	BRD-K98437249	13	CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)C(=O)CCCN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K98439022	BRD-K98439022	12	Fc1ccc(c(F)c1)-n1ncc2[C@@H](CCCc12)NC(=O)c1ccccn1
BRD-K98453471	salirasib	42	CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(O)=O
BRD-K98463649	BRD-K98463649	2	CN(C)c1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCC4CC4)O[C@H]3CO)c2c1
BRD-K98466889	BRD-K98466889	2	CN(C)CC#Cc1cccc(c1)c2nc(cc3CN([C@@H](CCO)c32)S(=O)C(C)(C)C)C(=O)N4CCN(C)CC4
BRD-K98468968	BRD-K98468968	2	CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3C)cc2OC[C@@H](C)N(C)C[C@@H]1C
BRD-K98471960	BRD-K98471960	12	CO[C@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC
BRD-K98481427	BRD-K98481427	3	COc1ccc(cc1)S(=O)(=O)N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1ccncc1
BRD-K98490050	amsacrine	23	COc1cc(NS(=O)(=O)C)ccc1Cc2c3ccccc3nc4ccccc24
BRD-K98493452	honokiol	53	Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O
BRD-K98519396	BRD-K98519396	17	CC1(C)[C@H](O)CC[C@@]2(C)[C@H](COc3ccc4ccc(=O)oc4c3)C(=C)CC[C@H]12
BRD-K98521173	desoxycortone	19	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
BRD-K98529175	BRD-K98529175	3	C(N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1cccnc1)c1ccc2OCOc2c1
BRD-K98530306	clonidine	141	Clc1cccc(Cl)c1N=C1NCCN1
BRD-K98546361	BRD-K98546361	24	O=C(Cn1nc(-c2ccccc2)c2ccccc12)Oc1ccccc1
BRD-K98546418	BRD-K98546418	3	C\C=C\c1ccc(cc1)[C@H]1[C@H](CO)N(C11CN(C1)C(=O)C1CCCC1)S(=O)(=O)Cc1ccccc1
BRD-K98548675	parthenolide	90	C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
BRD-K98560805	BRD-K98560805	2	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K98569658	BRD-K98569658	3	CN1[C@@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)C1=CCCCC1)C(=O)C1CCCC1
BRD-K98572433	AZD-8931	42	CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC
BRD-K98575502	BRD-K98575502	12	CCOc1ccc(cc1)-c1nc(CSCC(=O)NCC#C)c(C)o1
BRD-K98582396	BRD-K98582396	2	CCS(=O)(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccccn3)C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC
BRD-K98607641	BRD-K98607641	4	CN1CCN(CC1)C(=O)C[C@@H]1O[C@@H](CO)[C@@H](NC(=O)Nc2ccccc2F)C=C1
BRD-K98611274	BRD-K98611274	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3cc(C#CCC4CCCC4)ccc3S1(=O)=O
BRD-K98621344	BRD-K98621344	2	CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C3=CCCCC3
BRD-K98622504	BRD-K98622504	3	COCC(=O)Nc1ccc2c(OC[C@@H](C)N(Cc3cccc(F)c3)C[C@@H](C)[C@H](CN(C)C2=O)OC)c1
BRD-K98624380	BRD-K98624380	13	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
BRD-K98624455	bepotastine	42	OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1
BRD-K98626176	BRD-K98626176	9	CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccccc3Cl)cc2OC[C@H](C)NC[C@H]1C
BRD-K98630904	SD-6-035-A2	13	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
BRD-K98634983	BRD-K98634983	17	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)/C=N/NC(=O)CCCCC(=O)NO
BRD-K98638910	BRD-K98638910	2	Cc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)NCCN2CCCCC2)O[C@H]1CO
BRD-K98641517	BRD-K98641517	6	CCCN1[C@H]([C@H](CO)[C@H]2Cn3c(ccc(\C=C\c4ccccc4)c3=O)[C@@H]12)C(=O)NCc1ccncn1
BRD-K98645985	BRD-K98645985	44	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(Cc2ccc(cc2)-c2ccccn2)C[C@@H]1C
BRD-K98667932	BRD-K98667932	2	COc1ccc(cc1)C#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@@H]1CN(CC2=O)C(=O)c1ccc(F)cc1
BRD-K98668154	BRD-K98668154	4	O[C@H]1COC[C@@H]2O[C@@H](CC(=O)N3CCC(Cc4ccccc4)CC3)CC[C@H]2N(Cc2nccs2)C1
BRD-K98675009	BRD-K98675009	5	OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CC3)c3ccccc23)N1C(=O)c1ccccc1
BRD-K98676361	BRD-K98676361	4	CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K98676510	BRD-K98676510	12	OC(c1ccc(NS(=O)(=O)c2ccc(s2)-c2ccccn2)cc1)(C(F)(F)F)C(F)(F)F
BRD-K98684188	GSK-0660	18	COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
BRD-K98695146	BRD-K98695146	2	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)OCc3ccccc3-c4ccccc4C1=O
BRD-K98710661	BRD-K98710661	12	COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1cccc(F)c1)C[C@]31CCN(CC1)C(C)=O
BRD-K98711518	BRD-K98711518	2	OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)C1CCCCC1)c1ccc(cc1)-c1ccccc1F
BRD-K98714523	SA-103006	29	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cccs4)cc3C1=O
BRD-K98716460	BRD-K98716460	4	COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@H]3CO)c2c1
BRD-K98731749	BRD-K98731749	17	COc1ccc(CN(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C(=O)N(C[C@H]2C)[C@H](C)CO)cc1
BRD-K98733875	baicalin	42	O[C@H]1[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@H]([C@@H](O)[C@@H]1O)C(O)=O
BRD-K98739056	BRD-K98739056	13	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)Nc5ccccc5)cccc4C1=O
BRD-K98742259	BRD-K98742259	2	CO[C@H](CN(C)C(=O)c1cnccn1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccccc1
BRD-K98758861	BRD-K98758861	1	COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO
BRD-K98762074	HG-6-64-01	48	CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(\C=C\c4cnc5[nH]ccc5c4OC)c3)cc2C(F)(F)F)CC1
BRD-K98763141	niflumic-acid	14	OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F
BRD-K98769987	flumazenil	72	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21
BRD-K98783629	BRD-K98783629	3	CO[C@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H](C)N(C[C@@H]1C)S(=O)(=O)c1cn(C)cn1
BRD-K98790311	BRD-K98790311	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCC2)Oc3ncc(cc3C1=O)C4=CCCCC4
BRD-K98793371	BRD-K98793371	2	CCCC(=O)Nc1ccc2OC[C@H](C)N(Cc3nccs3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC
BRD-K98803880	BRD-K98803880	14	C[C@@H](O)C#Cc1cnc2O[C@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K98814272	BRD-K98814272	2	CN1CCN(CC1)C(=O)C[C@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2cccc(F)c2)C=C1
BRD-K98822179	BRD-K98822179	8	O[C@H]1COC[C@@H]2O[C@H](CC(=O)NCCc3ccncc3)CC[C@H]2N(Cc2cccc(F)c2)C1
BRD-K98824517	BRD-K98824517	11	CCn1nc(/C=C/c2ccccc2)nc3c(=O)n(C)c(=O)nc13
BRD-K98830854	BRD-K98830854	2	OC[C@@H]1O[C@@H](CC(=O)NCCc2ccncc2)CC[C@@H]1NC(=O)Cc1ccccn1
BRD-K98832554	BRD-K98832554	2	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(c2)C(F)(F)F)Oc3ncccc3C1=O
BRD-K98832591	BRD-K98832591	4	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)Nc5ccc(F)cc5)cc4CC1=O
BRD-K98833727	BRD-K98833727	2	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3cc(C#CCC4CCCC4)ccc3S1(=O)=O
BRD-K98834499	BRD-K98834499	2	CCCNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)COC)cc23)[C@@H](CO)O1
BRD-K98834634	BRD-K98834634	13	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O
BRD-K98842254	BRD-K98842254	2	COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@H]4[C@H](C[C@H](CC(=O)NCc5ccc(Cl)cc5)O[C@@H]4CO)c3c2
BRD-K98846091	BRD-K98846091	2	COc1ccccc1C#Cc2cnc3O[C@@H](CN(C)S(=O)(=O)c4cn(C)cn4)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2
BRD-K98850601	BRD-K98850601	12	CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)OC
BRD-K98856658	BRD-K98856658	13	COc1cccc(c1)c2csc(n2)N3CCN(CC3)C(=Nc4cccc(Cl)c4)S
BRD-K98866561	BRD-K98866561	4	COc1ccccc1C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)C1CC1
BRD-K98869108	BRD-K98869108	2	C[C@@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4ccc5OCOc5c4)cc23)[C@@H](CO)O1)c6ccccc6
BRD-K98870618	BRD-K98870618	3	COc1ccccc1NC(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1cccc(c1)C#N
BRD-K98881366	BRD-K98881366	2	OC[C@@H]1O[C@@H](CC(=O)NCCN2CCCC2)CC[C@@H]1NC(=O)c1cccc(F)c1
BRD-K98896788	BRD-K98896788	30	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C1=O
BRD-K98909007	BRD-K98909007	4	OC[C@@H]1O[C@@H](CC(=O)NCc2cc(F)cc(F)c2)C=C[C@@H]1NC(=O)c1ccccn1
BRD-K98936959	BRD-K98936959	14	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4c(C)noc4C)cc3C1=O
BRD-K98938228	BRD-K98938228	2	CO[C@@H](CN(C)Cc1cc(F)ccc1F)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(F)cc1
BRD-K98945308	BRD-K98945308	14	O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCc3ccncn3)CC[C@@H]2N(C1)S(=O)(=O)c1cccc(F)c1
BRD-K98948170	BRD-K98948170	197	OC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O
BRD-K98950492	BRD-K98950492	2	CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCOCC3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)c1ccccc1
BRD-K98956791	BRD-K98956791	4	Cc1noc(C)c1NC(=O)N1C[C@H](O)COC[C@@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@@H]12
BRD-K98968761	BRD-K98968761	3	CCN(C[C@H]1[C@H]([C@@H](CO)N1C(=O)CC)c1ccccc1)C(=O)c1cccc(F)c1
BRD-K98970645	BRD-K98970645	2	C[C@H](O)C#Cc1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)c4ccccc4)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K98980304	BRD-K98980304	4	Cc1noc(C)c1NC(=O)NCC[C@@H]1CC[C@@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1
BRD-K98988337	BRD-K98988337	6	CC(C)NC(=O)Nc1cccc2C(=O)N(C[C@@H](C)[C@@H](CN(C)C)Oc12)[C@@H](C)CO
BRD-K98988824	BRD-K98988824	5	COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(CC3)C(=O)Nc3c(C)noc3C)C(=O)Nc3ccc(F)cc3)n(C)c2c1
BRD-K98990727	BRD-K98990727	6	CCCNC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@H]2N1C
BRD-K98991361	BRD-K98991361	30	CC(=O)Nc1cccc(NC(=O)c2ccccc2Cl)c1
BRD-K98993678	BRD-K98993678	4	COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N4CCOCC4)O[C@@H]3CO)c2c1
BRD-K98995789	BRD-K98995789	4	COc1ccc(NC(=O)Nc2cccc3C(=O)N(C[C@H](C)[C@@H](CN(C)Cc4ccc5OCOc5c4)Oc23)[C@H](C)CO)cc1
BRD-K98997045	BRD-K98997045	3	CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@@H](C)N(Cc2cc(F)ccc2F)C[C@H]1C
BRD-K98998964	BRD-K98998964	2	C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(cc23)N(C)C)[C@@H](CO)O1)c4ccccc4
BRD-K99016279	BRD-K99016279	2	CO[C@@H]1CC[C@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c1ccccc1
BRD-K99017327	BRD-K99017327	11	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)Nc5ccc6OCOc6c5)cc4C1=O
BRD-K99020117	BRD-K99020117	6	CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K99023089	AZD-5363	42	NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1
BRD-K99026889	BRD-K99026889	2	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34
BRD-K99029477	prometon	8	COc1nc(NC(C)C)nc(NC(C)C)n1
BRD-K99032206	BRD-K99032206	3	COc1ccccc1CN1CC[C@H]2[C@@H]1c1cc(ccc1N[C@H]2CO)C#Cc1ccccc1
BRD-K99048249	BRD-K99048249	4	COc1ccc(NC(=O)N(C)C[C@H]2OCc3ccccc3-c4c(C(=O)N(C[C@H]2C)[C@H](C)CO)n(C)c5ccccc45)c(OC)c1
BRD-K99049289	BRD-K99049289	5	CCCNC(=O)N1C[C@]2(CN(CC3CCCCC3)C2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21
BRD-K99050286	BRD-K99050286	4	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4c(NS(=O)(=O)C)cccc4C1=O
BRD-K99055802	BRD-K99055802	4	COc1ccc(cc1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)NCCc2ccncc2)O[C@H]1CO
BRD-K99063460	didanosine	14	OC[C@@H]1CC[C@@H](O1)n1cnc2c(O)ncnc12
BRD-K99092662	PS-178990	42	Cc1c(ccc(C#N)c1Cl)N1C(=O)[C@@H]2[C@H](O)CCN2C1=O
BRD-K99100793	BRD-K99100793	2	CO[C@H](CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(F)cc1
BRD-K99102143	BRD-K99102143	5	COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(CC3)C(=O)CN(C)C)C(=O)C3CC3)n(C)c2c1
BRD-K99103407	BRD-K99103407	7	O[C@@H]1COC[C@H]2O[C@H](CC(=O)N3CCOCC3)CC[C@@H]2N(Cc2cccc(c2)-c2ccncc2)C1
BRD-K99104612	BRD-K99104612	2	CCC(=O)Nc1ccc2c(OC[C@H](C)N(CCc3ccccc3)C[C@@H](C)[C@@H](CN(C)C2=O)OC)c1
BRD-K99107520	felbamate	72	NC(=O)OCC(COC(N)=O)c1ccccc1
BRD-K99113996	AZD-2014	42	CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
BRD-K99115033	BRD-K99115033	4	OC[C@H]1O[C@@H](CC(=O)N2CCOCC2)CC[C@@H]1NC(=O)c1ccccn1
BRD-K99121711	cinchocaine	3	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
BRD-K99128867	BRD-K99128867	4	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45
BRD-K99135512	BRD-K99135512	13	Fc1ccc(cc1)S(=O)(=O)C(=C\c1cccn1S(=O)(=O)c1ccccc1)\C#N
BRD-K99136192	BRD-K99136192	2	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)Cc3ccccc3)ccc2OC[C@@H](C)NC[C@H]1C
BRD-K99146421	BRD-K99146421	13	C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)C1CCCC1
BRD-K99149118	BRD-K99149118	4	O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)CC[C@@H]2N(CCC(F)(F)F)C1
BRD-K99155518	BRD-K99155518	2	CO[C@H](CN(C)C(=O)Nc1ccc(Cl)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@H](C)CO
BRD-K99159184	BRD-K99159184	2	CC(C)[C@@H](C)NC(=O)N(C)C[C@@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K99161484	BRD-K99161484	2	CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F
BRD-K99169187	BRD-K99169187	6	COc1cccc(NC(=O)Nc2ccc3OC[C@H]4O[C@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1
BRD-K99171789	BRD-K99171789	2	COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K99174507	cardiogenol-c	19	COc1ccc(Nc2nccc(NCCO)n2)cc1
BRD-K99179945	BRD-K99179945	6	COc1ccc(CN(C)C[C@@H]2Oc3ccc(NC(=O)Cc4ccccc4)cc3CC(=O)N(C[C@H]2C)[C@H](C)CO)cc1
BRD-K99182933	BRD-K99182933	3	COCC(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N[C@H]2CO)C#Cc1ccc(F)cc1
